GW170817
(1)	2017arXiv171005431M
(2) 2017arXiv171005437E
TSTART		TSTOP		Ei		Ef		UnabsFlux	errFUnabs	NHMW	Instrument						Ref
(mjd)		(mjd)		(keV)	(keV)	(c/s)		(c/s)						(erg/s/cm2)								(cm-2)	(cm-2)	
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
57983.16274005577	57983.17423184541	0.3	10.0	2.5986879e-13	0.	0.	7.84e20	XRT	(1,2)
57983.50938976823	57983.51004275398	0.3	10.0	5.4851202e-12	0.	0.	7.84e20	XRT	(1,2)
57983.593553179686	57983.62433234997	0.3	10.0	3.497888e-13	0.	0.	7.84e20	XRT	(1,2)
57984.05313434288	57984.09194370522	0.3	10.0	2.8144961e-13	0.	0.	7.84e20	XRT	(1,2)
57984.625454583045	57984.691957404226	0.3	10.0	1.3577921e-13	0.	0.	7.84e20	XRT	(1,2)
57984.89213553646	57985.012316290944	0.3	10.0	2.3244319e-13	0.	0.	7.84e20	XRT	(1,2)
57985.21017680527	57985.27706374103	0.3	10.0	5.9122398e-14	0.	0.	7.84e20	XRT	(1,2)
57985.55310450347	57985.752764062934	0.3	10.0	6.3393606e-14	0.	0.	7.84e20	XRT	(1,2)
57986.20785349074	57986.34197078675	0.3	10.0	8.0028804e-14	0.	0.	7.84e20	XRT	(1,2)
57987.47850200058	57987.951224078126	0.3	10.0	1.3128321e-13	0.	0.	7.84e20	XRT	(1,2)
57988.43985001852	57988.611493717886	0.3	10.0	1.1195041e-13	0.	0.	7.84e20	XRT	(1,2)
57989.33604431829	57989.669810956024	0.3	10.0	1.2633761e-13	0.	0.	7.84e20	XRT	(1,2)
57992.197878085644	57992.39347849074	0.3	10.0	1.3577921e-13	0.	0.	7.84e20	XRT	(1,2)
57993.71911651157	57993.987214023145	0.3	10.0	1.4207361e-13	0.	0.	7.84e20	XRT	(1,2)
57984.872766685185	57985.03015094445	0.3	10.0	1.669e-15	0.	0.	7.84e20	Chandra	(1)
57997.9221518125	57998.20374858261	0.3	10.0	5.6637002e-15	2.5245402e-15	1.7582959999999962e-16	7.84e20	Chandra	(1)
57998.47313705555	57998.74333374699	0.3	10.0	4.99738e-15	2.22753e-15	1.5514010000000037e-16	7.84e20	Chandra	(1)
